"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","SNOW","SNWD"
"US1MAWR0028","BERLIN 1.3 WSW, MA US","42.3775","-71.6583","123.4","2018-01-27","0.0",
"US1MAWR0028","BERLIN 1.3 WSW, MA US","42.3775","-71.6583","123.4","2018-01-29","0.0",
"US1MAWR0028","BERLIN 1.3 WSW, MA US","42.3775","-71.6583","123.4","2018-01-30","0.3","1"
"US1MAWR0028","BERLIN 1.3 WSW, MA US","42.3775","-71.6583","123.4","2018-01-31","0.0","1"
"US1MAWR0028","BERLIN 1.3 WSW, MA US","42.3775","-71.6583","123.4","2018-02-01","0.0",
"US1MAWR0028","BERLIN 1.3 WSW, MA US","42.3775","-71.6583","123.4","2018-02-02","0.0","0"
"US1MAWR0028","BERLIN 1.3 WSW, MA US","42.3775","-71.6583","123.4","2018-02-03","0.0",
"US1MAWR0028","BERLIN 1.3 WSW, MA US","42.3775","-71.6583","123.4","2018-02-04","0.0",
"US1MAWR0028","BERLIN 1.3 WSW, MA US","42.3775","-71.6583","123.4","2018-02-06","0.0",
"US1MAWR0028","BERLIN 1.3 WSW, MA US","42.3775","-71.6583","123.4","2018-02-07","0.3","0"
"US1MAWR0028","BERLIN 1.3 WSW, MA US","42.3775","-71.6583","123.4","2018-02-08","2.3","3"
"US1MAWR0028","BERLIN 1.3 WSW, MA US","42.3775","-71.6583","123.4","2018-02-09","0.0",
"US1MAWR0028","BERLIN 1.3 WSW, MA US","42.3775","-71.6583","123.4","2018-02-10","0.0",
"US1MAWR0028","BERLIN 1.3 WSW, MA US","42.3775","-71.6583","123.4","2018-02-11",,"0"
"US1MAWR0028","BERLIN 1.3 WSW, MA US","42.3775","-71.6583","123.4","2018-02-12","0.0",
"US1MAWR0028","BERLIN 1.3 WSW, MA US","42.3775","-71.6583","123.4","2018-02-13","0.0",
"US1MAWR0028","BERLIN 1.3 WSW, MA US","42.3775","-71.6583","123.4","2018-02-14","0.0",
"US1MAWR0028","BERLIN 1.3 WSW, MA US","42.3775","-71.6583","123.4","2018-02-15","0.0",
"US1MAWR0028","BERLIN 1.3 WSW, MA US","42.3775","-71.6583","123.4","2018-02-17","0.0",
"US1MAWR0028","BERLIN 1.3 WSW, MA US","42.3775","-71.6583","123.4","2018-02-18","5.4","6"
"US1MAWR0028","BERLIN 1.3 WSW, MA US","42.3775","-71.6583","123.4","2018-02-19","0.0",
"US1MAWR0028","BERLIN 1.3 WSW, MA US","42.3775","-71.6583","123.4","2018-02-22","0.0",
"US1MAWR0028","BERLIN 1.3 WSW, MA US","42.3775","-71.6583","123.4","2018-02-25","0.0",
"US1MAWR0028","BERLIN 1.3 WSW, MA US","42.3775","-71.6583","123.4","2018-02-27","0.0",
"US1MAWR0028","BERLIN 1.3 WSW, MA US","42.3775","-71.6583","123.4","2018-03-05","0.9",
"US1MAWR0028","BERLIN 1.3 WSW, MA US","42.3775","-71.6583","123.4","2018-03-06","0.0",
"US1MAWR0028","BERLIN 1.3 WSW, MA US","42.3775","-71.6583","123.4","2018-03-07","0.1",
"US1MAWR0028","BERLIN 1.3 WSW, MA US","42.3775","-71.6583","123.4","2018-03-08","14.3","14"
"US1MAWR0028","BERLIN 1.3 WSW, MA US","42.3775","-71.6583","123.4","2018-03-11","0.0",
"US1MAWR0028","BERLIN 1.3 WSW, MA US","42.3775","-71.6583","123.4","2018-03-12","0.0","7"
"US1MAWR0028","BERLIN 1.3 WSW, MA US","42.3775","-71.6583","123.4","2018-03-13","3.1","9"
"US1MAWR0028","BERLIN 1.3 WSW, MA US","42.3775","-71.6583","123.4","2018-03-14","15.0","19"
"US1MAES0029","NORTH ANDOVER 1.9 SSE, MA US","42.6731","-71.1092","109.1","2017-12-21","0.0",
"US1MAES0029","NORTH ANDOVER 1.9 SSE, MA US","42.6731","-71.1092","109.1","2017-12-22","0.0","0"
"US1MAES0029","NORTH ANDOVER 1.9 SSE, MA US","42.6731","-71.1092","109.1","2017-12-23","1.0",
"US1MAES0029","NORTH ANDOVER 1.9 SSE, MA US","42.6731","-71.1092","109.1","2017-12-24",,"0"
"US1MAES0029","NORTH ANDOVER 1.9 SSE, MA US","42.6731","-71.1092","109.1","2017-12-27","0.0",
"US1MAES0029","NORTH ANDOVER 1.9 SSE, MA US","42.6731","-71.1092","109.1","2017-12-28","0.0",
"US1MAES0029","NORTH ANDOVER 1.9 SSE, MA US","42.6731","-71.1092","109.1","2018-01-15","0.0",
"US1MAES0029","NORTH ANDOVER 1.9 SSE, MA US","42.6731","-71.1092","109.1","2018-01-16","0.0",
"US1MAES0029","NORTH ANDOVER 1.9 SSE, MA US","42.6731","-71.1092","109.1","2018-01-17","3.0","3"
"US1MAES0029","NORTH ANDOVER 1.9 SSE, MA US","42.6731","-71.1092","109.1","2018-01-18","0.1","4"
"US1MAES0029","NORTH ANDOVER 1.9 SSE, MA US","42.6731","-71.1092","109.1","2018-02-06","0.0",
"US1MAES0029","NORTH ANDOVER 1.9 SSE, MA US","42.6731","-71.1092","109.1","2018-02-07","0.0",
"US1MAES0029","NORTH ANDOVER 1.9 SSE, MA US","42.6731","-71.1092","109.1","2018-02-09","0.0",
"US1MAES0029","NORTH ANDOVER 1.9 SSE, MA US","42.6731","-71.1092","109.1","2018-02-10","0.0",
"US1MAES0029","NORTH ANDOVER 1.9 SSE, MA US","42.6731","-71.1092","109.1","2018-02-14","0.0",
"US1MAES0029","NORTH ANDOVER 1.9 SSE, MA US","42.6731","-71.1092","109.1","2018-03-11","0.0",
"US1MAES0029","NORTH ANDOVER 1.9 SSE, MA US","42.6731","-71.1092","109.1","2018-03-12","0.0",
"US1MAES0029","NORTH ANDOVER 1.9 SSE, MA US","42.6731","-71.1092","109.1","2018-03-13","2.8",
"US1MAES0029","NORTH ANDOVER 1.9 SSE, MA US","42.6731","-71.1092","109.1","2018-03-14","20.1","20"
"US1MAES0029","NORTH ANDOVER 1.9 SSE, MA US","42.6731","-71.1092","109.1","2018-03-15","0.0","20"
"US1MAMD0060","BILLERICA 2.0 W, MA US","42.5464","-71.3062","63.1","2018-01-26","0.0",
"US1MAMD0061","STOW 2.3 NW, MA US","42.4563","-71.5314","94.5","2018-01-04","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2017-12-15","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2017-12-16","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2017-12-17","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2017-12-18","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2017-12-19","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2017-12-20","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2017-12-21","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-01-02","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-01-03","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-01-07","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-01-08","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-01-09","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-01-10","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-01-11","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-01-12","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-01-14","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-01-15","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-01-16","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-01-19","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-01-21","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-01-22","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-01-25","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-01-26","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-01-27","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-01-28","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-01-29","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-01-30","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-01-31","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-02-02","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-02-03","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-02-04","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-02-05","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-02-06","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-02-07","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-02-09","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-02-11","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-02-12","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-02-13","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-02-14","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-02-15","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-02-17","0.0","0"
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-02-20","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-02-21","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-02-22","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-02-24","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-02-26","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-02-27","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-02-28","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-03-01","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-03-02","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-03-06","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-03-07","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-03-09","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-03-11","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-03-12","0.0",
"US1MAMD0062","CHELMSFORD 1.2 E, MA US","42.5972","-71.3449","40.2","2018-03-15","0.0",
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2017-12-15","0.9","1"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2017-12-16","0.5","1"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2017-12-17","0.0","1"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2017-12-18","0.0","1"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2017-12-19",,"1"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2017-12-20","0.0","0"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2017-12-21","0.0","0"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2017-12-22","0.0","0"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2017-12-23","0.1","0"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2017-12-24","0.2","0"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2017-12-25","0.0","0"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2017-12-26","0.9","1"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2017-12-27","0.0","1"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2017-12-28","0.0","1"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2017-12-29","0.0","1"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2017-12-30","0.0","0"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2017-12-31","0.6","1"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-01-01","0.0","1"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-01-02","0.0","1"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-01-03","0.0","1"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-01-04","0.0","1"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-01-05","17.6","16"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-01-06","0.0","16"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-01-07","0.0","16"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-01-08","0.0","14"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-01-09","0.1","13"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-01-10","0.0","11"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-01-11","0.0","10"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-01-12","0.0","5"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-01-13","0.0","0"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-01-14","0.0","0"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-01-15","0.0","0"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-01-16","0.0","0"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-01-17","1.0","1"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-01-18","0.6","1"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-01-19","0.0","1"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-01-20","0.0","0"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-01-21","0.0",
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-01-25","0.0",
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-01-26","0.0",
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-01-27","0.0",
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-01-30","3.5","4"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-01-31","3.1","4"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-02-01","0.0","2"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-02-02","0.3","1"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-02-03","0.2","1"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-02-04","0.0","1"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-02-05","0.0","0"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-02-06","0.0",
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-02-07","0.0","0"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-02-08","0.7","0"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-02-09","0.0",
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-02-13","0.0",
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-02-14","0.0",
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-02-18","5.7","5"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-02-19","0.0","3"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-02-20",,"0"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-02-21","0.0",
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-02-23","0.3","0"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-02-24","0.0",
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-02-27","0.0",
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-02-28","0.0",
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-03-03","0.0",
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-03-04","0.0",
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-03-05","1.0","1"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-03-06","0.0","0"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-03-07","0.0",
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-03-08","5.6","5"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-03-09","0.0","3"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-03-10","0.0","1"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-03-11","0.0","0"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-03-12","0.0",
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-03-13","2.2","2"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-03-14","14.8","14"
"US1MABR0009","TAUNTON 2.6 NW, MA US","41.929","-71.1298","24.1","2018-03-15","0.0","10"
"US1MAMD0025","AYER 0.1 SW, MA US","42.5611","-71.5869","82.3","2017-12-25","4.5",
"US1MAMD0025","AYER 0.1 SW, MA US","42.5611","-71.5869","82.3","2018-01-05","11.9",
"US1MAMD0025","AYER 0.1 SW, MA US","42.5611","-71.5869","82.3","2018-03-08","11.5",
"US1MAES0020","HAVERHILL 0.7 N, MA US","42.7945","-71.0861","29.0","2017-12-15","0.0",
"US1MAES0020","HAVERHILL 0.7 N, MA US","42.7945","-71.0861","29.0","2017-12-16","0.0",
"US1MAES0020","HAVERHILL 0.7 N, MA US","42.7945","-71.0861","29.0","2017-12-17","0.0",
"US1MAES0020","HAVERHILL 0.7 N, MA US","42.7945","-71.0861","29.0","2017-12-18","0.0",
"US1MAES0020","HAVERHILL 0.7 N, MA US","42.7945","-71.0861","29.0","2017-12-19","0.2",
"US1MAES0020","HAVERHILL 0.7 N, MA US","42.7945","-71.0861","29.0","2017-12-20","0.0",
"US1MAES0020","HAVERHILL 0.7 N, MA US","42.7945","-71.0861","29.0","2017-12-21","0.0",
"US1MAES0020","HAVERHILL 0.7 N, MA US","42.7945","-71.0861","29.0","2017-12-22","0.0",
"US1MAES0020","HAVERHILL 0.7 N, MA US","42.7945","-71.0861","29.0","2017-12-23","2.6",
"US1MAES0020","HAVERHILL 0.7 N, MA US","42.7945","-71.0861","29.0","2017-12-25","1.8",
"US1MAES0020","HAVERHILL 0.7 N, MA US","42.7945","-71.0861","29.0","2017-12-26","5.1",
"US1MAES0020","HAVERHILL 0.7 N, MA US","42.7945","-71.0861","29.0","2017-12-27","0.0",
"US1MAES0020","HAVERHILL 0.7 N, MA US","42.7945","-71.0861","29.0","2017-12-28","0.0",
"US1MAES0020","HAVERHILL 0.7 N, MA US","42.7945","-71.0861","29.0","2017-12-29","0.0",
"US1MAES0020","HAVERHILL 0.7 N, MA US","42.7945","-71.0861","29.0","2017-12-30","0.0",
"US1MAES0020","HAVERHILL 0.7 N, MA US","42.7945","-71.0861","29.0","2017-12-31","0.0",
"US1MAES0020","HAVERHILL 0.7 N, MA US","42.7945","-71.0861","29.0","2018-01-01","0.0",
"US1MAES0020","HAVERHILL 0.7 N, MA US","42.7945","-71.0861","29.0","2018-01-02","0.0",
"US1MAES0020","HAVERHILL 0.7 N, MA US","42.7945","-71.0861","29.0","2018-01-03","0.0",
"US1MAES0020","HAVERHILL 0.7 N, MA US","42.7945","-71.0861","29.0","2018-01-04","0.0",
"US1MAES0020","HAVERHILL 0.7 N, MA US","42.7945","-71.0861","29.0","2018-01-05","16.2",
"US1MAES0020","HAVERHILL 0.7 N, MA US","42.7945","-71.0861","29.0","2018-01-06","0.0",
"US1MAES0020","HAVERHILL 0.7 N, MA US","42.7945","-71.0861","29.0","2018-01-07","0.0",
"US1MAES0020","HAVERHILL 0.7 N, MA US","42.7945","-71.0861","29.0","2018-01-08","0.0",
